Latitude,Longitude,Inventory_Level,Temperature,Humidity,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Asset_Utilization,Demand_Forecast,Logistics_Delay,Year,Month,Day,Hour,Day_of_Week,Asset_ID_Truck_10,Asset_ID_Truck_2,Asset_ID_Truck_3,Asset_ID_Truck_4,Asset_ID_Truck_5,Asset_ID_Truck_6,Asset_ID_Truck_7,Asset_ID_Truck_8,Asset_ID_Truck_9,Shipment_Status_Delivered,Shipment_Status_In Transit,Traffic_Status_Detour,Traffic_Status_Heavy,Logistics_Delay_Reason_Traffic,Logistics_Delay_Reason_Weather
-65.7349,-173.3011,299,23.9,50.1,17,315,6,88.3,252,1,2024,8,10,0,5,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
-55.4768,18.2551,261,22.5,78.4,41,209,6,71.8,240,1,2024,5,13,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.9179,74.8254,425,19.3,51.1,39,235,9,88.3,242,1,2024,12,2,8,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
49.3929,-47.5805,369,26.3,52.1,48,104,7,66.7,220,0,2024,2,12,6,0,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
80.3158,70.765,223,24.0,60.2,45,292,6,78.4,205,1,2024,4,24,6,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
-19.8847,42.5062,200,28.1,72.1,28,129,9,74.3,134,0,2024,12,6,19,4,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
5.4555,-147.5455,466,26.1,72.1,54,475,9,83.4,222,0,2024,4,30,11,1,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
-19.2577,66.744,474,27.7,71.2,50,311,3,91.6,266,1,2024,9,19,22,3,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
-79.0792,-16.3423,490,23.1,75.2,14,460,7,87.8,261,1,2024,12,22,15,6,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
-1.6787,3.2441,126,29.6,67.6,19,201,9,84.1,255,0,2024,8,15,5,3,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
-8.2431,-12.4959,164,18.2,76.4,45,466,7,98.1,196,0,2024,3,16,11,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
-30.0701,135.6396,477,19.2,79.4,12,310,5,63.7,129,1,2024,12,28,11,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61.8444,107.4835,245,24.2,56.9,39,379,2,66.4,183,0,2024,2,4,18,6,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
40.784,77.2346,172,25.2,67.6,40,274,7,66.3,170,1,2024,7,9,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-68.3515,158.251,206,20.7,77.5,15,308,2,63.9,209,1,2024,12,1,23,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-33.8378,73.3221,310,18.7,54.7,52,232,9,72.6,113,0,2024,6,22,13,5,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
69.6609,38.4464,225,19.0,63.0,17,282,6,99.6,265,1,2024,7,27,15,5,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
20.8843,1.3947,303,20.7,70.6,47,143,10,98.1,123,1,2024,9,5,14,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-14.8081,-177.3003,237,20.7,78.3,35,491,2,80.7,189,1,2024,11,11,22,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0.0414,-130.6505,172,18.2,79.9,46,258,3,60.1,154,0,2024,5,1,22,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
-79.9146,-3.8554,214,21.7,77.0,47,187,10,97.4,175,1,2024,7,26,20,4,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True
76.4465,173.1493,330,24.0,52.9,14,425,1,89.8,289,1,2024,8,9,1,4,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-15.6005,-92.1974,130,18.1,78.3,39,424,9,92.3,143,1,2024,1,29,21,0,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
67.396,170.1537,364,26.9,67.8,55,467,7,95.2,128,1,2024,3,23,12,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
33.6179,-67.2758,430,26.4,68.4,16,277,8,71.9,137,1,2024,10,17,13,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
-50.8174,-40.3409,187,18.6,67.7,12,375,5,85.4,140,0,2024,7,11,7,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
50.2709,125.6915,323,28.3,61.2,52,139,4,72.4,127,1,2024,12,11,16,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
-73.8211,3.187,386,26.6,78.2,19,456,7,87.6,290,0,2024,1,10,1,2,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False
79.1172,178.4934,422,19.6,53.3,40,205,5,86.1,242,1,2024,6,17,7,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
27.4253,90.1386,433,24.0,77.8,37,173,9,89.6,143,1,2024,6,25,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
67.9086,-140.0283,318,26.0,77.4,19,314,2,70.2,250,0,2024,4,17,20,2,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
-72.8958,129.8921,176,22.6,73.3,37,154,4,91.4,169,1,2024,10,9,18,2,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
-58.6802,-62.7474,125,23.4,57.6,23,191,2,72.0,241,1,2024,11,27,17,2,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
64.0395,-151.7045,336,27.4,58.9,49,100,10,70.7,236,0,2024,6,12,2,2,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
-24.1402,-168.6013,244,21.3,73.8,39,229,7,98.1,197,1,2024,11,2,21,5,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
72.8574,179.01,391,20.5,71.2,12,112,7,78.3,267,0,2024,2,29,15,3,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
7.3575,86.6442,425,24.2,54.6,32,193,3,69.9,260,0,2024,3,17,23,6,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
68.9594,-123.5048,403,26.9,60.6,50,418,1,67.8,182,0,2024,11,25,10,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
14.9079,50.1606,438,26.5,69.3,34,378,5,88.7,256,1,2024,7,4,18,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
66.2353,10.8345,339,26.8,64.5,24,235,6,69.3,212,0,2024,3,19,5,1,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
70.1899,-65.6792,203,18.0,68.9,19,370,3,74.4,254,1,2024,3,20,1,2,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False
51.4539,-20.8253,313,23.6,65.2,49,137,6,100.0,122,0,2024,7,18,11,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
-39.88,55.1792,261,27.1,67.3,35,496,2,71.3,264,0,2024,8,10,8,5,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
-17.2355,-130.6915,179,28.5,51.0,12,354,3,92.8,225,0,2024,2,20,8,1,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True
-44.2576,-86.5073,442,18.3,50.3,56,469,2,96.3,192,0,2024,12,18,2,2,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
19.9257,116.0526,291,28.5,54.6,14,316,7,77.5,288,1,2024,8,20,16,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
-47.2094,15.6324,348,28.2,68.3,22,415,4,67.4,204,0,2024,11,6,7,2,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
-58.4249,-57.6609,454,23.7,51.9,51,232,7,78.7,172,0,2024,12,14,15,5,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
-20.0696,-73.2689,486,29.1,78.4,21,158,7,62.6,243,0,2024,1,15,12,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
-36.8549,164.7618,483,29.2,65.0,57,167,8,96.8,245,1,2024,5,18,10,5,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
-86.6609,-128.0354,472,23.5,72.0,59,485,3,67.2,248,0,2024,11,17,2,6,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
-53.3732,-99.637,186,18.9,70.5,38,344,1,95.6,252,0,2024,8,22,20,3,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
-58.7963,-150.4122,366,22.8,66.7,39,219,7,91.0,211,0,2024,9,12,8,3,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
-46.1616,-46.6401,359,23.0,71.7,50,486,10,64.0,169,0,2024,8,9,21,4,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
33.8716,36.8753,422,26.5,75.0,39,100,6,67.2,127,1,2024,4,19,2,4,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
35.7136,-23.1356,209,24.9,76.8,51,214,2,86.5,156,0,2024,9,30,11,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
36.3858,-107.3894,324,20.7,77.5,39,387,1,69.1,138,1,2024,3,22,16,4,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
26.6125,25.4788,199,27.4,57.1,28,383,6,61.9,105,1,2024,10,15,4,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
-84.8915,57.5714,213,27.7,58.1,41,267,7,60.9,254,1,2024,12,18,19,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-49.6846,-63.2892,257,23.1,59.1,56,451,3,93.8,248,1,2024,6,9,17,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
14.7474,-2.5245,475,22.2,79.4,25,268,3,60.3,151,0,2024,10,30,2,2,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
-8.6011,-63.1274,377,22.7,75.5,59,445,7,99.1,272,0,2024,6,23,3,6,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
67.2149,117.9203,456,26.4,51.4,23,100,1,94.2,105,1,2024,8,19,17,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
-11.3392,-69.3395,106,18.3,65.9,53,244,2,99.5,125,1,2024,4,30,12,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
26.3763,157.0905,234,29.1,65.3,19,432,3,92.7,214,1,2024,12,15,3,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-13.469,75.3408,390,19.5,79.2,26,366,4,69.4,217,1,2024,3,21,14,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
-11.2424,-4.5638,203,20.4,78.3,21,187,5,87.9,262,0,2024,9,27,18,4,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
62.6559,18.8474,297,23.1,59.4,29,268,10,71.2,151,1,2024,11,17,8,6,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
60.8032,-179.5906,238,25.0,75.8,26,330,9,99.2,165,1,2024,5,3,3,4,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True
-10.0451,79.8956,126,28.2,54.5,35,320,4,93.7,136,0,2024,3,5,0,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
17.6483,114.2638,455,22.9,79.6,51,410,9,84.9,233,0,2024,1,14,9,6,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
-51.9233,-57.5858,220,29.4,52.4,18,468,9,63.1,137,1,2024,2,17,21,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
22.3898,3.8948,403,22.5,62.5,38,225,3,81.4,169,0,2024,7,6,11,5,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
86.3368,29.4478,448,23.4,59.9,41,120,10,70.8,150,1,2024,5,10,22,4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-14.6662,-88.3674,168,22.4,57.9,43,377,4,71.1,140,1,2024,12,23,18,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
-71.9057,-41.4314,409,18.0,53.5,47,153,9,74.1,117,1,2024,2,6,8,1,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
54.8888,7.4287,469,20.7,70.4,31,335,7,86.1,298,0,2024,9,16,10,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
-89.7915,85.8036,305,20.5,71.2,44,302,10,71.9,141,0,2024,1,26,12,4,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
39.9088,71.9595,219,26.6,79.8,46,245,1,70.5,202,1,2024,11,29,6,4,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
30.7119,111.5767,167,23.8,71.6,55,416,8,60.7,263,1,2024,6,2,19,6,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5.7076,-79.9256,100,24.1,50.9,39,340,4,96.9,274,1,2024,2,8,10,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
69.0509,91.848,321,25.4,53.8,24,340,5,84.6,223,0,2024,8,17,7,5,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
52.7828,176.0671,244,23.6,64.9,24,145,4,67.6,285,0,2024,1,27,4,5,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
42.967,146.1358,281,18.4,74.6,41,419,6,69.1,242,0,2024,12,13,0,4,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True
-11.9943,-126.8743,301,18.3,60.0,42,243,3,99.0,273,0,2024,10,26,21,5,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
60.5903,-90.0415,437,25.5,73.2,59,310,2,83.9,228,0,2024,3,19,5,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
-23.2982,143.8634,253,22.8,78.7,49,180,3,74.0,296,0,2024,10,23,14,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
-34.2189,-36.6288,491,25.5,50.3,18,111,1,97.1,100,1,2024,1,18,8,3,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
19.545,73.0968,172,22.8,60.4,38,187,9,83.3,106,1,2024,11,15,11,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
33.3351,-103.926,252,24.4,72.3,54,156,6,86.8,225,1,2024,7,1,16,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
-63.2064,30.0818,118,21.8,52.1,19,421,8,99.1,284,1,2024,6,11,8,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
83.2858,-66.1069,179,25.0,71.1,60,325,1,66.8,226,1,2024,7,3,15,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
-23.2424,18.6206,119,25.9,77.7,38,189,7,79.3,149,0,2024,2,5,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
-89.0793,130.3362,221,22.8,76.1,35,233,4,61.5,281,1,2024,3,12,3,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
-11.2908,-105.2515,261,24.5,74.2,36,201,10,67.0,226,1,2024,11,17,6,6,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.3773,-13.6838,226,25.4,73.7,46,138,8,75.5,298,0,2024,7,30,10,1,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
-7.77,163.5958,226,21.1,56.1,50,160,5,77.3,174,1,2024,12,7,16,5,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
-80.1222,-56.1497,415,25.3,54.4,53,345,2,87.4,181,1,2024,3,15,17,4,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
-84.8041,57.168,422,29.7,68.3,45,246,1,85.6,136,1,2024,10,15,6,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
-13.1475,-1.0702,413,23.4,67.1,32,325,3,93.3,109,1,2024,8,27,6,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
-87.5547,113.4629,269,25.2,57.7,20,247,2,60.9,177,0,2024,8,2,2,4,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
72.9066,36.1965,489,25.7,50.1,51,204,1,65.1,184,1,2024,11,27,18,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
16.1951,-119.4492,426,28.8,56.2,30,145,3,81.2,220,0,2024,12,3,5,1,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
28.3461,-1.5547,457,27.9,78.6,18,461,6,69.1,137,1,2024,2,5,3,0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
-35.5663,47.4028,270,21.7,53.6,15,499,8,94.9,111,0,2024,12,19,22,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-33.246,106.3248,267,29.8,79.8,55,282,5,90.5,173,1,2024,11,23,8,5,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
10.2059,98.618,381,24.4,50.1,54,243,6,61.5,278,1,2024,4,30,14,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
-6.2311,173.6264,402,27.0,74.2,17,155,10,73.4,281,1,2024,6,7,6,4,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
-78.1094,-52.5435,331,20.4,66.1,25,261,6,77.7,264,1,2024,11,24,4,6,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
-70.3645,-128.8622,167,25.6,62.5,40,246,9,63.8,126,0,2024,7,29,0,0,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
18.1183,116.4939,187,23.3,71.7,10,209,10,97.2,151,1,2024,6,1,20,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
20.2969,124.1885,298,18.6,74.4,41,248,1,86.3,283,0,2024,7,18,12,3,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
-27.7387,19.6189,331,21.4,62.9,46,235,8,62.6,298,1,2024,12,16,11,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
-31.1328,175.8453,180,27.2,52.9,29,390,8,68.4,110,0,2024,4,15,22,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
24.8353,-83.7173,282,19.4,71.9,43,464,10,90.0,107,0,2024,4,5,10,4,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
-32.724,82.9577,363,27.0,70.9,52,482,6,62.9,248,1,2024,12,20,12,4,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
72.122,89.9728,212,25.9,68.0,32,312,6,87.6,296,1,2024,7,2,3,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
-7.636,51.0615,317,23.9,69.5,59,447,1,97.1,294,0,2024,1,28,4,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
-24.0118,111.4726,240,18.8,63.9,23,462,1,61.2,276,0,2024,1,14,20,6,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
77.0042,-12.2919,427,20.3,57.3,18,341,3,85.7,189,1,2024,8,6,11,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
-38.6867,-19.9939,144,18.2,53.1,16,106,5,69.4,214,1,2024,12,8,1,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41.375,77.2949,280,25.5,74.2,46,447,2,65.3,236,0,2024,2,27,1,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
-68.4651,179.4433,182,20.3,59.8,30,288,7,83.3,107,1,2024,2,14,21,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-13.0063,0.5345,439,21.5,72.8,30,101,10,90.4,114,1,2024,3,21,11,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
41.3066,161.1462,174,27.2,77.9,39,173,5,91.1,262,1,2024,10,16,22,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
-23.1011,-54.5176,186,24.0,67.3,44,352,9,85.7,262,1,2024,2,21,23,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
-17.6088,-41.4304,109,26.9,75.3,26,314,7,93.3,176,0,2024,9,24,22,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
-72.4492,131.8524,483,21.9,71.9,59,226,10,69.2,152,0,2024,3,30,10,5,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
27.3601,-105.0457,100,27.5,68.6,49,464,3,61.7,149,1,2024,12,15,7,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
-86.5291,-36.5789,128,28.9,63.7,56,140,1,72.8,127,0,2024,3,26,22,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
10.2078,36.857,100,21.9,72.1,22,413,1,67.5,145,0,2024,5,9,18,3,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
-42.6759,-7.9818,468,28.6,65.1,45,419,8,76.1,119,1,2024,11,19,9,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
36.2494,143.1951,243,27.7,74.8,28,311,9,97.5,272,0,2024,11,26,17,1,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True
28.9964,151.6114,134,29.2,55.5,34,189,1,87.8,270,1,2024,4,20,9,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-22.1005,-38.8449,484,29.1,54.7,48,320,7,84.6,118,0,2024,6,5,19,2,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
47.2803,32.1356,300,22.4,54.3,23,323,5,65.5,230,1,2024,7,8,4,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
-25.4692,-70.7603,396,21.9,67.4,24,238,3,60.4,117,0,2024,4,1,3,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
20.1451,158.7402,135,26.8,79.1,57,173,7,81.3,115,0,2024,2,11,4,6,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
-29.2726,149.6329,236,21.9,51.9,21,233,6,72.0,115,0,2024,8,23,0,4,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
-82.3942,179.9237,294,27.6,79.7,24,181,5,88.2,191,1,2024,11,4,0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
37.3932,53.447,209,29.4,57.8,34,319,4,85.0,208,1,2024,5,4,19,5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
-3.4094,-85.8774,378,28.2,70.2,60,490,9,66.8,166,1,2024,11,13,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
-60.2782,-7.5464,355,22.5,74.0,20,321,3,90.6,252,1,2024,2,13,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.8123,-156.207,474,29.2,66.1,26,318,5,96.2,110,1,2024,6,28,7,4,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
45.553,20.9015,218,19.5,67.9,27,257,10,62.2,150,0,2024,12,15,22,6,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
-28.382,-47.8231,357,29.3,73.2,22,229,7,94.3,131,0,2024,6,30,14,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
-71.0852,-12.9187,255,27.4,59.6,20,497,3,98.4,277,1,2024,12,5,16,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
